availability,detail,images,name,regular_price,sale_price,sku
In stock,"A delicate chain bracelet with an adjustable slide, our Gold Elaina Bracelet in Abalone Shell is a must-have layer for any style.																",https://www.jewelryus.shop/images/cache/8/b/8b84fb51b113389a15a30f4f22e1e00a.jpg,Elaina Gold Chain Bracelet in Abalone Shell,$80.00,$20.69,KS-0977
In stock,"Our classic oval shape goes dainty in the Lee Gold Drop Earrings in Violet Drusy, a subtle take on a signature style.																",https://www.jewelryus.shop/images/cache/4/a/4a6c491967034fd401d46f63f94a0a2a.jpg,Lee Gold Drop Earrings in Violet Drusy,$85.00,$21.89,KS-0975
In stock,"With studded crystal accents surrounding an oval pendant and four delicate studs on the chain, the Brett Pendant Necklace in Rock Crystal is a statement whether worn alone or layered.																",https://www.jewelryus.shop/images/cache/a/b/abcb57265ec5b29292a34e0accd20ef8.jpg,Brett Pendant Necklace in Rock Crystal,$69.97,$16.99,KS-1013
In stock,"Mixed stones, sizes, and shapes are just some of the intricate details in the Clarissa Ear Climbers in Gold Mix, an artful and architectural conversation piece.																",https://www.jewelryus.shop/images/cache/e/6/e61ec6bed9c03fd58aa2c8b0cc436b17.jpg,Clarissa Ear Climbers in Gold Mix,$89.97,$22.99,KS-1015
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Silver Adjustable Chain Bracelet in White Pearl is a delicate addition to any arm party. This beautiful chain bracelet is a perfect go-to for everyday wear and adds a little extra sparkle to your outfit. Wear it alone or stack more around it for even more style. You can??t go wrong with having this classic Elaina Silver Adjustable Chain Bracelet in your jewelry box.																",https://www.jewelryus.shop/images/cache/d/8/d887d7a273859317df69872240ea0612.jpg,Elaina Silver Adjustable Chain Bracelet in White Pearl,$70.00,$18.99,KS-0973
In stock,The Willow Choker Necklace in Crystal Gray Illusion features an artful balance of masculine and feminine detail with hammered stone faceting for a statement-making accessory.																,https://www.jewelryus.shop/images/cache/a/8/a8c699d17aeb7efd039f7b43e56c35e9.jpg,Willow Choker Necklace in Crystal Gray Illusion,$149.97,$40.99,KS-1019
In stock,Add a colorful statement to your signature stack with the Daisy Adjustable Chain Bracelet in Cobalt.																,https://www.jewelryus.shop/images/cache/b/6/b6551510f0bd33632034957641012c07.jpg,Daisy Adjustable Chain Bracelet in Cobalt,$85.00,$21.89,KS-0974
In stock,"Whether you wear it loose, wrapped, or knotted, the Annora Lariat Necklace in Green Ocean Jasper features hammered metal and strings of genuine stone beads that are sure to make a statement.																",https://www.jewelryus.shop/images/cache/6/8/68fe320ee45367caf353154373c761a4.jpg,Annora Lariat Necklace in Green Ocean Jasper,$109.97,$28.99,KS-0972
In stock,"With crystal accents that surround a signature silhouette, the Juniper Drop Earrings in Aqua Apatite create a delicate yet daring look.																",https://www.jewelryus.shop/images/cache/f/8/f845e7e4a13d10ff10ab54d38f11e50e.jpg,Juniper Drop Earrings in Aqua Apatite,$64.97,$17.89,KS-0966
In stock,"With studded crystal accents surrounding an oval pendant and four delicate studs on the chain, the Brett Pendant Necklace in Berry Glass is a statement whether worn alone or layered.																",https://www.jewelryus.shop/images/cache/f/3/f33c734c8b287ea2181d0c34e5ce3c49.jpg,Brett Pendant Necklace in Berry Glass,$69.97,$16.99,KS-0978
In stock,"With crystal accents that surround a signature silhouette, the Juniper Drop Earrings in Berry Glass create a delicate yet daring look.																",https://www.jewelryus.shop/images/cache/e/9/e9c94cb33ea8a7d2ce181e7e4d13c1b9.jpg,Juniper Drop Earrings in Berry Glass,$64.97,$17.89,KS-0965
In stock,"With a gentle sloping silhouette, the Kirsten Drop Earrings in Brown Pearl are an instant classic.																",https://www.jewelryus.shop/images/cache/9/b/9b23c38830457edef9bf8ffa488f447d.jpg,Kirsten Drop Earrings in Brown Pearl,$95.00,$24.50,KS-0968
In stock,"With crystal accents that surround a signature silhouette, the Juniper Drop Earrings in Pyrite create a delicate yet daring look. Dainty size and statement-making style create drop earrings that transition easily from each outfit. Wear the Juniper Drop Earrings and fall in love with their sparkling versatility.																",https://www.jewelryus.shop/images/cache/4/5/454da6abc7fb6e79194f5a29a64800bb.jpg,Juniper Drop Earrings in Pyrite,$64.97,$17.89,KS-0964
In stock,"For a stunning update to a simple silhouette, try the Alice Statement Earrings in Rose Gold for its elongated shape and sophisticated studs.																",https://www.jewelryus.shop/images/cache/b/b/bb6d104172b1f8a0397242a78cd21a10.jpg,Alice Statement Earrings in Rose Gold,$105.00,$27.50,KS-0963
In stock,"Our most iconic silhouette, the Danielle Silver Statement Earrings in Rose Quartz feature custom cut, oval stones framed in sleek metallic detail perfect for any occasion.																",https://www.jewelryus.shop/images/cache/1/b/1be924de57c5ad8e61031d01aa1af53d.jpg,Danielle Silver Statement Earrings in Rose Quartz,$85.00,$21.89,KS-0967
In stock,"With a gentle sloping silhouette, the Kirsten Drop Earrings in Turquoise are an instant classic.																",https://www.jewelryus.shop/images/cache/3/4/34d7968cbe2b0a40c534bf60f842fc54.jpg,Kirsten Drop Earrings in Turquoise,$85.00,$21.89,KS-0979
In stock,"A dainty stone and delicate metallic chain combine to create the Elisa Silver Pendant Necklace in Teal Drusy, your new favorite wear-anywhere accessory. This pendant necklace can be paired with any look, providing that extra touch of timeless style. Make the Elisa Silver Pendant Necklace a staple in your wardrobe and you will not be disappointed.																",https://www.jewelryus.shop/images/cache/d/0/d0b8e63af0c4057ac25413a3597edc6e.jpg,Elisa Silver Pendant Necklace in Teal Drusy,$85.00,$21.89,KS-0957
In stock,"An everyday hoop with edge, the Val Hoop Earrings in Rose Gold feature petite triangular spikes all around to make a dynamic, textural statement.																",https://www.jewelryus.shop/images/cache/4/8/483b95f6d58785d2856bb5244baa0ee0.jpg,Val Rose Gold Hoop Earrings Iridescent Crystal,$90.00,$23.00,KS-0959
In stock,"A seasonal update to simple studs, the Betty Stud Earrings feature a Blush Pearl accent with delicate Gold prongs that will pair perfectly with everything in your wardrobe.																",https://www.jewelryus.shop/images/cache/a/a/aa71d9cec47785b1a8468d0cd9c6d853.jpg,Betty Stud Earrings in Blush Pearl,$70.00,$18.99,KS-0956
In stock,Hammered stone faceting and strings of genuine stone beads create a show-stopping fringe with the Blossom Statement Tassel Earrings in Black Granite.																,https://www.jewelryus.shop/images/cache/7/5/750aaba3f5a22acb70968ec13399199e.jpg,Blossom Statement Earrings in Black Granite,$145.00,$39.50,KS-0976
In stock,"A playfully sophisticated earring with heirloom-inspired details in a modern silhouette, the Laurie Ear Climbers in Rose Gold sparkle at every angle.																",https://www.jewelryus.shop/images/cache/b/2/b21e906177c87ebc18d09a174d55e4da.jpg,Laurie Ear Climbers in Rose Gold,$100.00,$26.00,KS-0954
In stock,"For a stunning update to a simple silhouette, try the Alice Statement Earrings in Gold for its elongated shape and sophisticated studs.																",https://www.jewelryus.shop/images/cache/f/f/ff7fe0c2f4c0e453a8549cb7d2d75753.jpg,Alice Statement Earrings in Gold,$105.00,$27.50,KS-0962
In stock,"With a gentle sloping silhouette, the Kirsten Drop Earrings in Navy Dusted Glass are an instant classic.																",https://www.jewelryus.shop/images/cache/3/a/3a6b23bebba11d7787f3b2593fee299d.jpg,Kirsten Drop Earrings in Navy Dusted Glass,$85.00,$21.89,KS-0969
In stock,Add a colorful statement to your signature stack with the Daisy Gold Adjustable Chain Bracelet in Black.																,https://www.jewelryus.shop/images/cache/f/1/f1823504fca40fa40468057a4ac3a9e2.jpg,Daisy Gold Adjustable Chain Bracelet in Black,$85.00,$21.89,KS-0958
In stock,"With bold beads, studded details, and our iconic oval shape, the Marlowe Long Pendant Necklace in Green Ocean Jasper is a can??t-miss monochromatic statement piece.																",https://www.jewelryus.shop/images/cache/f/9/f9e016e2beae321a0c91b0bebbd3a434.jpg,Marlowe Long Pendant Necklace in Green Ocean Jasper,$129.97,$34.99,KS-0932
Out of Stock,"Our classic oval shape and an open design combine to create the Elyse Ring in Gunmetal, featuring a thin metallic frame and dash of drusy for a wear-anywhere statement.																",https://www.jewelryus.shop/images/cache/6/5/65c8b5b4b5c9ce7bc11210237bb1325d.jpg,Elyse Ring in Gunmetal,$90.00,$23.00,KS-0950
Out of Stock,"Mix and match with the Darci Stackable Ring Set, a coordinating suite of five with jewel toned stones and crystal accents.																",https://www.jewelryus.shop/images/cache/c/a/cabb8de0ebf74b0f50b558602374fa92.jpg,Darci Stackable Ring Set,$130.00,$35.00,KS-0948
In stock,"Add the finishing touch to your formal look with the Faye Statement Earrings in Gold, featuring crystal-inspired cut glass and delicate CZ details.																",https://www.jewelryus.shop/images/cache/e/b/eb9c77ff00a3579ce916e0d64ac11da3.jpg,Faye Statement Earrings in Gold,$180.00,$50.00,KS-0928
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Silver Stud Earrings in White Pearl, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/9/e/9e49e83d4a113d8c2c19cecdfa738649.jpg,Tessa Silver Stud Earrings in White Pearl,$70.00,$18.99,KS-0931
In stock,"A playfully sophisticated earring with heirloom-inspired details in a modern silhouette, the Laurie Ear Climbers in Gold sparkle at every angle.																",https://www.jewelryus.shop/images/cache/c/2/c27e8e144d274dea8617df87179be544.jpg,Laurie Ear Climbers in Gold,$100.00,$26.00,KS-0952
In stock,"For a stunning update to a simple silhouette, try the Alice Statement Earrings in Silver for its elongated shape and sophisticated studs.																",https://www.jewelryus.shop/images/cache/a/1/a1152da86603c6e80b4f3b3e44b81904.jpg,Alice Statement Earrings in Silver,$105.00,$27.50,KS-0961
In stock,"For a dynamic statement, look no further than the Liesel Y Necklace in Brass with its varying shapes and stones strung along a metallic chain.																",https://www.jewelryus.shop/images/cache/2/4/243d62fdd725083a5369cd248e68fe45.jpg,Liesl Y Necklace in Brass,$160.00,$44.00,KS-0930
In stock,"Cut glass in a crystal-inspired shape is topped with delicate CZ details and attached to an adjustable metal chain to create the Colby Pendant Necklace, perfect for any party.																",https://www.jewelryus.shop/images/cache/3/9/397efa4b620b4a9cd76647d0608dc501.jpg,Colby Pendant Necklace in Gold,$130.00,$35.00,KS-0924
In stock,"Lightweight and ultra-thin, the Marty Drop Earrings in Abalone Shell feature Gold metallic accents and a soft triangular shape that is sure to make a statement.																",https://www.jewelryus.shop/images/cache/c/f/cf57704225419e99e7d676f7aee0c835.jpg,Marty Drop Earrings in Abalone Shell,$90.00,$23.00,KS-0926
In stock,"A playfully sophisticated earring with heirloom-inspired details in a modern silhouette, the Laurie Ear Climbers in Silver sparkle at every angle.																",https://www.jewelryus.shop/images/cache/6/1/6132e181166ff9aff08516c04ce1eec8.jpg,Laurie Ear Climbers in Silver,$100.00,$26.00,KS-0953
In stock,"With an elongated update to a classic silhouette, the Damon Long Pendant Necklace in Pyrite adds an heirloom inspired touch to every outfit.																",https://www.jewelryus.shop/images/cache/1/d/1d457b672b4dd86b654393267456d9c9.jpg,Damon Long Pendant Necklace in Pyrite,$110.00,$29.00,KS-0920
In stock,"With an elongated update to a classic silhouette, the Damon Long Pendant Necklace in Aqua Apatite adds an heirloom inspired touch to every outfit.																",https://www.jewelryus.shop/images/cache/3/2/32c765a98149f1144d51d65a9f09f53a.jpg,Damon Long Pendant Necklace in Aqua Apatite,$110.00,$29.00,KS-0922
In stock,"Lightweight and ultra-thin, the Marty Drop Earrings in Ivory Pearl feature Gold metallic accents and a soft triangular shape that is sure to make a statement.																",https://www.jewelryus.shop/images/cache/8/8/88063752eb37af503d769f6ce28f2da0.jpg,Marty Drop Earrings in Ivory Pearl,$90.00,$23.00,KS-0925
In stock,"Add length to your look with the Leandra Shoulder Duster Earrings in Gold, a mix of sparkling stones and shimmering drusy.																",https://www.jewelryus.shop/images/cache/2/6/262f9f3dfe6c69ff1158591c45e513e3.jpg,Leandra Shoulder Duster Earrings in Gold,$150.00,$41.00,KS-0918
In stock,"Lightweight and ultra-thin, the Marty Drop Earrings in Magenta Pearl feature Gold metallic accents and a soft triangular shape that is sure to make a statement.																",https://www.jewelryus.shop/images/cache/8/8/884b0aa72b91a2ec7377e9d4e3254b8a.jpg,Marty Drop Earrings in Magenta Pearl,$90.00,$23.00,KS-0927
In stock,"Cut glass in a crystal-inspired shape is topped with delicate CZ details and attached to an adjustable metal chain to create the Colby Pendant Necklace in Silver, perfect for any party.																",https://www.jewelryus.shop/images/cache/0/8/08f5cb894481840335e3555e4242e856.jpg,Colby Pendant Necklace in Silver,$130.00,$35.00,KS-0923
In stock,"With an elongated update to a classic silhouette, the Damon Long Pendant Necklace in Berry Glass adds an heirloom inspired touch to every outfit.																",https://www.jewelryus.shop/images/cache/1/e/1edc4d8aef215be1db8422b41c2c69fb.jpg,Damon Long Pendant Necklace in Berry Glass,$110.00,$29.00,KS-0921
Out of Stock,"A token of timeless beauty, the Isa Ring celebrates our trademark oval shape in a delicate frame of 14k Gold and custom sized Pave Diamonds. Our diamonds are conflict-free in compliance with the Kimberly Process.																",https://www.jewelryus.shop/images/cache/5/f/5fa60cba09939a66c7e5048d3c4e1b81.jpg,Isa Pave Diamond Ring Rose Gold,$670.00,$197.00,KS-0912
Out of Stock,"Our classic oval shape and an open design combine to create the Elyse Ring in Rose Gold, featuring a thin metallic frame and dash of drusy for a wear-anywhere statement.																",https://www.jewelryus.shop/images/cache/3/9/391729fb142e493d035b40c3034b16fc.jpg,Elyse Ring in Rose Gold,$90.00,$23.00,KS-0914
Out of Stock,"A token of timeless beauty, the Isa Ring celebrates our trademark oval shape in a delicate frame of 14k Gold and custom sized Pave Diamonds. Our diamonds are conflict-free in compliance with the Kimberly Process.																",https://www.jewelryus.shop/images/cache/5/3/530e192be0686c74aae4a0982fb14428.jpg,Isa Pave Diamond Ring White Gold,$670.00,$197.00,KS-0910
In stock,"Add length to your look with the Leandra Shoulder Duster Earrings in Antique Silver, a mix of sparkling stones and shimmering drusy.																",https://www.jewelryus.shop/images/cache/1/0/10dfda162c2a126a41ef87248983f62e.jpg,Leandra Shoulder Duster Earrings in Antique Silver,$150.00,$41.00,KS-0917
Out of Stock,"A token of timeless beauty, the Isa Ring celebrates our trademark oval shape in a delicate frame of 14k Gold and custom sized Pave Diamonds. Our diamonds are conflict-free in compliance with the Kimberly Process.																",https://www.jewelryus.shop/images/cache/0/d/0d3d751d193bd9233e69c21b3fb3c32f.jpg,Isa Pave Diamond Ring Gold,$670.00,$197.00,KS-0911
In stock,"A seasonal update to simple studs, the Betty Stud Earrings feature a Ivory Pearl accent with delicate Bright Silver prongs that will pair perfectly with everything in your wardrobe.																",https://www.jewelryus.shop/images/cache/6/6/66d7c7d21b6c25dbe6c12a3b7a2c8938.jpg,Betty Stud Earrings in Ivory Pearl,$70.00,$18.99,KS-0908
In stock,"On the Fischer Pendant Necklace, a row of Swarovski® crystals on a delicate Rose Gold chain link with an oval Kyocera Opal pendant for iridescent shine and just enough sparkle.																",https://www.jewelryus.shop/images/cache/c/f/cfd2d0e88ee7701f084bb86c6bc31360.jpg,Fischer Pendant Necklace in Rose Gold,$100.00,$26.00,KS-0906
In stock,"The stacking possibilities are endless with the Cammy Pinch Bracelet Set in Brass, bookended with three stone accents.																",https://www.jewelryus.shop/images/cache/c/6/c6463646717f451bb7fbf49dee3eccab.jpg,Cammy Pinch Bracelet Set in Brass,$195.00,$54.50,KS-0904
In stock,"On the Fischer Pendant Necklace, a row of Swarovski® crystals on a delicate Antique Silver chain link with an oval Kyocera Opal pendant for iridescent shine and just enough sparkle.																",https://www.jewelryus.shop/images/cache/8/c/8c1ba0eb7af9500ff23df9a992d867d6.jpg,Fischer Pendant Necklace in Antique Silver,$100.00,$26.00,KS-0905
In stock,"A dainty stone and delicate metallic chain combine to create the Elisa Gold Pendant Necklace in Cobalt Drusy, your new favorite wear-anywhere accessory. This pendant necklace can be paired with any look, providing that extra touch of timeless style. Make the Elisa Gold Pendant Necklace a staple in your wardrobe and you will not be disappointed.																",https://www.jewelryus.shop/images/cache/7/d/7d3e5477cf6173ec2af9709ce794a7b2.jpg,Elisa Gold Pendant Necklace in Cobalt Drusy,$85.00,$21.89,KS-0913
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Emerald Cat's Eye is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/f/8/f800546f51947fc2f6cd81f221bd8a5c.jpg,Elaina Gold Adjustable Chain Bracelet in Emerald Cats Eye,$70.00,$18.99,KS-0902
In stock,"The stacking possibilities are endless with the Cammy Pinch Bracelet Set in Antique Silver, bookended with three stone accents.																",https://www.jewelryus.shop/images/cache/b/f/bf4273047f479e09c9341b28b1799ac7.jpg,Cammy Pinch Bracelet Set in Antique Silver,$195.00,$54.50,KS-0903
In stock,"Upgrade your simple hoop with the Elora Gold Hoop Earrings in Iridescent Drusy, featuring a dainty stone in our signature oval shape.																",https://www.jewelryus.shop/images/cache/b/9/b97a5a64d4c594acc9e2ea8b72c902a6.jpg,Elora Gold Hoop Earrings in Iridescent Drusy,$105.00,$27.50,KS-0907
In stock,"Add the finishing touch to your formal look with the Faye Statement Earrings in Silver, featuring crystal-inspired cut glass and delicate CZ details.																",https://www.jewelryus.shop/images/cache/8/8/8862f6272723c73275a4c58556ddd494.jpg,Faye Statement Earrings in Silver,$180.00,$50.00,KS-0929
In stock,"Asymmetrical diamond accents add dynamic character to the Bonnie Stud Earrings in Amethyst and 14k Yellow Gold. With a modern heirloom feel, these earrings are a stunning conversation piece.																",https://www.jewelryus.shop/images/cache/3/5/35d4018246ee3c42e8b3450c46ca4253.jpg,Bonnie Stud Earrings in Amethyst and 14k Yellow Gold,$515.00,$150.50,KS-0897
In stock,A unique trio of Blush and Brown Pearl in tab shapes is bonded together in a Gold frame to create the Fannie Ear Climbers.																,https://www.jewelryus.shop/images/cache/7/f/7fab08e5f6b632ef6b903dac75ec20de.jpg,Fannie Ear Climbers in Blush Pearl,$105.00,$27.50,KS-0900
In stock,"Asymmetrical diamond accents add dynamic character to the Bonnie Stud Earrings in Pink Tourmaline and 14k Yellow Gold. With a modern heirloom feel, these earrings are a stunning conversation piece.																",https://www.jewelryus.shop/images/cache/d/c/dc44c6473a3626e1d550061bb88ae97c.jpg,Bonnie Stud Earrings in Pink Tourmaline and 14k Yellow Gold,$545.00,$159.50,KS-0896
In stock,"With a bold rectangular silhouette and iridescent Kyocera Opal stone clasped to a delicate Rose Gold chain, the Edith Long Pendant Necklace is ready to be layered up or worn solo.																",https://www.jewelryus.shop/images/cache/5/d/5df3c056d6e26feae70ea1e0fccc0e2d.jpg,Edith Long Pendant Necklace in Rose Gold,$150.00,$41.00,KS-0893
In stock,"Add length to your look with the Leandra Shoulder Duster Earrings in Brass, a mix of colorful stones and shimmering drusy.																",https://www.jewelryus.shop/images/cache/1/5/1552b039539e6f70678c43c7926a24b3.jpg,Leandra Shoulder Duster Earrings in Brass,$150.00,$41.00,KS-0919
In stock,"With a bold rectangular silhouette and iridescent Kyocera Opal stone clasped to a delicate Antique Silver chain, the Edith Long Pendant Necklace is ready to be layered up or worn solo.																",https://www.jewelryus.shop/images/cache/3/0/302cec24c1aebabd069ef89086992463.jpg,Edith Long Pendant Necklace in Antique Silver,$150.00,$41.00,KS-0892
In stock,"Make an artful statement with the Aryn Pendant Necklace in Amethyst and 14k Yellow Gold, featuring pav?? diamonds and an adjustable neckline. At once stylish and subdued, this necklace provides the perfect accent to every outfit.																",https://www.jewelryus.shop/images/cache/9/0/90428b0d2656383e1b46b6000c69700d.jpg,Aryn Pendant Necklace in Amethyst and 14k Yellow Gold,$570.00,$167.00,KS-0894
In stock,Add a colorful statement to your signature stack with the Daisy Adjustable Chain Bracelet in Goldstone.																,https://www.jewelryus.shop/images/cache/2/a/2ae31b3b186e3302eeb8796cd59936e8.jpg,Daisy Adjustable Chain Bracelet in Goldstone,$85.00,$21.89,KS-0895
In stock,"Whether you like your bracelets loose or close to the wrist, our adjustable Elaina Bracelet in Peridot Illusion is a delicate addition to any arm party. Gift Hint: This is perfect for August birthdays!																",https://www.jewelryus.shop/images/cache/4/4/4485fd963ca4b5b8e8dc9d6162efe63b.jpg,Elaina Adjustable Chain Bracelet in Peridot Illusion,$70.00,$18.99,KS-0878
In stock,Cascades of stunning crystals make the Olympia Statement Earrings in Silver your shimmering staple for every occasion.																,https://www.jewelryus.shop/images/cache/7/9/791ea1f13c4957a45f22c4707f009bc0.jpg,Olympia Statement Earrings in Silver,$109.97,$28.99,KS-0874
In stock,"The Mimi Statement Necklace combines our signature shape, hammered metal, and an elongated tab in Abalone Shell for an artful and show-stopping accessory.																",https://www.jewelryus.shop/images/cache/4/b/4b9882876afecb9dbbe5cd9bdd3b3b2e.jpg,Mimi Statement Necklace in Abalone Shell,$295.00,$84.50,KS-0872
In stock,"A delicate chain bracelet with an adjustable slide, our Gold Elaina Bracelet in Cobalt Drusy is a must-have layer for any gal??s style.																",https://www.jewelryus.shop/images/cache/b/4/b44f03de9fa12f47c822dcf2c7f97dea.jpg,Elaina Gold Adjustable Chain Bracelet in Cobalt Drusy,$85.00,$21.89,KS-0871
In stock,"With a slender chain featuring dainty barbs and a minimalist iteration of our signature silhouette, the Fern Pendant Necklace in Rose Gold is your new everyday pendant. Add a touch of simple elegance to your ensemble with this stunning pendant necklace. Whether you layer it with a statement piece or wear it by itself, you can??t go wrong with the Fern Pendant Necklace.																",https://www.jewelryus.shop/images/cache/c/f/cf5ce745899c2bd3b1225b28fa069483.jpg,Fern Pendant Necklace in Rose Gold,$65.00,$17.89,KS-0877
In stock,Cascades of stunning crystals make the Olympia Statement Earrings in Gold your shimmering staple for every occasion.																,https://www.jewelryus.shop/images/cache/9/5/95eace8c78cc423fa9fb9d0ddd43b627.jpg,Olympia Statement Earrings in Gold,$109.97,$28.99,KS-0875
In stock,"Made for layering, the Leola Long Necklace combines dainty tabs in various Blush hues with a dainty Gold chain for a perfectly colorful look.																",https://www.jewelryus.shop/images/cache/4/f/4fe074e034c5d226b71758ae965e176d.jpg,Leola Long Necklace in Blush Mix,$140.00,$38.00,KS-0876
In stock,The bold rectangular silhouette of the Knox Drop Earrings is softened by the iridescent Kyocera Opal and crystal accents framed in Gold.																,https://www.jewelryus.shop/images/cache/0/8/0882c1a93a8bfb7b5f4e7ffeae288e63.jpg,Knox Drop Earrings in Gold,$150.00,$41.00,KS-0898
In stock,The bold rectangular silhouette of the Knox Drop Earrings is softened by the iridescent Kyocera Opal and crystal accents framed in Rose Gold.																,https://www.jewelryus.shop/images/cache/3/e/3eb1b2209b954f860d958459ee362221.jpg,Knox Drop Earrings in Rose Gold,$150.00,$41.00,KS-0899
In stock,"The Mimi Statement Necklace combines our signature shape, hammered metal, and an elongated tab in Navy Dusted Glass for an artful and show-stopping accessory.																",https://www.jewelryus.shop/images/cache/9/4/947b94b336b2cddf2e915f1b4ae953eb.jpg,Mimi Statement Necklace in Navy Dusted Glass,$295.00,$84.50,KS-0873
In stock,Add a colorful statement to your signature stack with the Daisy Gold Adjustable Chain Bracelet in Slate.																,https://www.jewelryus.shop/images/cache/e/d/ed855977550971e14b79f55683ee4e6d.jpg,Daisy Gold Adjustable Chain Bracelet in Slate,$85.00,$21.89,KS-0866
In stock,Add a colorful statement to your signature stack with the Daisy Adjustable Chain Bracelet in Bright Red.																,https://www.jewelryus.shop/images/cache/c/9/c919b946fd6f12e558a295cf58dcb53b.jpg,Daisy Adjustable Chain Bracelet in Bright Red,$85.00,$21.89,KS-0867
In stock,Add a colorful statement to your signature stack with the Daisy Adjustable Chain Bracelet in Emerald Cat's Eye.																,https://www.jewelryus.shop/images/cache/d/1/d172538f11a8f4de77669a605a31c1ce.jpg,Daisy Adjustable Chain Bracelet in Emerald Cat's Eye,$85.00,$21.89,KS-0865
In stock,"Make an artful statement with the Aryn Pendant Necklace in Rainbow Moonstone and 14k Rose Gold, featuring Pave Diamonds and an adjustable neckline. At once stylish and subdued, this necklace provides the perfect accent to every outfit. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/4/f/4f4065a6d965bab0be006004f148b4d2.jpg,Aryn Pendant Necklace in Rainbow Moonstone and 14k Rose Gold,$570.00,$167.00,KS-0862
In stock,Add a colorful statement to your signature stack with the Daisy Silver Adjustable Chain Bracelet in White Pearl.																,https://www.jewelryus.shop/images/cache/e/f/ef93b8a0c1fafa82382636255f3ccbf8.jpg,Daisy Silver Adjustable Chain Bracelet in White Pearl,$85.00,$21.89,KS-0858
In stock,Add a colorful statement to your signature stack with the Daisy Silver Adjustable Chain Bracelet in Maroon Jade.																,https://www.jewelryus.shop/images/cache/3/e/3e89de50e6cabbf76a07fb5764cffb56.jpg,Daisy Silver Adjustable Chain Bracelet in Maroon Jade,$85.00,$21.89,KS-0859
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in Cobalt Drusy, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/f/3/f389b1462c18c88248c2ad6a52b59b25.jpg,Ellie Gold Stud Earrings in Cobalt Drusy,$85.00,$21.89,KS-0870
In stock,Add a colorful statement to your signature stack with the Daisy Gold Adjustable Chain Bracelet in Slate.																,https://www.jewelryus.shop/images/cache/5/3/538e03a9d918706ceea9f80352961d51.jpg,Daisy Gold Adjustable Chain Bracelet in White Pearl,$85.00,$21.89,KS-0864
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Orange is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/2/9/2936f8f8056d5c9d43dbcbb28d004ba5.jpg,Elaina Gold Adjustable Chain Bracelet in Orange,$70.00,$18.99,KS-0863
In stock,"An everyday hoop with edge, the Val Hoop Earrings in Silver feature petite triangular spikes all around to make a dynamic, textural statement.																",https://www.jewelryus.shop/images/cache/0/0/00cb29029c7d770d70f811672b59575e.jpg,Val Silver Hoop Earrings in Iridescent Crystal,$90.00,$23.00,KS-0854
In stock,Add a colorful statement to your signature stack with the Daisy Silver Adjustable Chain Bracelet in Periwinkle Cat's Eye.																,https://www.jewelryus.shop/images/cache/0/c/0c609cd3309351dd23596226130ce833.jpg,Daisy Silver Adjustable Chain Bracelet in Periwinkle Cat's Eye,$85.00,$21.89,KS-0856
In stock,Add a colorful statement to your signature stack with the Daisy Silver Adjustable Chain Bracelet in Black.																,https://www.jewelryus.shop/images/cache/e/2/e233ba2aaa288e52398c54d74bd540e5.jpg,Daisy Silver Adjustable Chain Bracelet in Black,$85.00,$21.89,KS-0857
In stock,,https://www.jewelryus.shop/images/cache/a/5/a503ef4e3eb1fd8e55bbef12ba09119c.jpg,Fern Pendant Necklace in Bright Silver,$80.00,$20.69,KS-0853
In stock,"An everyday hoop with edge, the Val Hoop Earrings in Gold feature petite triangular spikes all around to make a dynamic, textural statement.																",https://www.jewelryus.shop/images/cache/7/9/79b9b7283b8e59b63aa4f4f76a5eb254.jpg,Val Gold Hoop Earrings in Iridescent Crystal,$90.00,$23.00,KS-0855
In stock,"With a slender chain featuring dainty barbs and a minimalist iteration of our signature silhouette, the Fern Pendant Necklace in Gold is your new everyday pendant. Add a touch of simple elegance to your ensemble with this stunning pendant necklace. Whether you layer it with a statement piece or wear it by itself, you can??t go wrong with the Fern Pendant Necklace.																",https://www.jewelryus.shop/images/cache/5/1/51bb6f55fad77c8b658f666ed4b3ba74.jpg,Fern Pendant Necklace in Gold,$65.00,$17.89,KS-0852
Out of Stock,"By far our most popular statement of the season, the Harriet Double Ring features four genuine baroque pearls framed in delicate metallic detail. Perfect from day out to night on the town, this ring is sure to become your go-to accessory.																",https://www.jewelryus.shop/images/cache/9/9/9928e1028b81951a6931040117fca4ba.jpg,Harriet Double Ring Gold,$109.97,$28.99,KS-0847
